content,content_type,Column3,Column4
好似，因为我考不上,pos,,
连锁反应,pos,,
网暴真是厉害呀，感叹下,pos,,
ai的回答,pos,,
中国大学男生和女生在处罚上存在差异的原因可能有多个方面：,pos,,
1. 社会观念和性别刻板印象：中国社会普遍存在着对男性和女性的不同期望和评价标准。传统上，男性被认为应该承担更多的责任和压力，而女性则被视为弱势群体。这种观念可能导致在处罚上对男生更加严厉，而对女生更加宽容。,pos,,
2. 性别歧视和偏见：在一些情况下，可能存在对女性的性别歧视和偏见，导致对女生的处罚较轻。这可能是因为对女性的期望较低，或者认为女性更容易受到伤害或承受不了严厉的处罚。,pos,,
3. 学校管理和规定：不同学校对违纪行为的处理可能存在差异，这可能导致对男生和女生的处罚不同。一些学校可能更加注重对男生的严格管理，而对女生的处罚相对较轻。,pos,,
4. 社会舆论和舆情影响：社会舆论和舆情对学校的处罚决策也可能产生影响。如果某个事件引起了广泛的关注和争议，学校可能会受到舆论压力，导致对处罚的决策产生偏差。,pos,,
需要指出的是，以上只是一些可能的原因，具体情况可能因学校、地区和具体事件而有所不同。性别平等和公正是一个重要的社会议题，应该通过法律、教育和社会意识的提升来促进性别平等和公正的实现。,pos,,
回头这女孩自杀了，算不算网暴,pos,,
现在大学生太多，属于借故制裁了,pos,,
只能说干得漂亮就该不收,pos,,
作为吃瓜群众哪怕他是小卖部拒川大师生,pos,,
想起来我喜欢一个炉石up魔术师，在川大研究生快毕业跳楼了,pos,,
张伟是谁？,pos,,
公司这么多还怕没人要？,pos,,
日本的“”繁星计划”很成功！各领域精英都很有话语权,pos,,
好好好,pos,,
我单方面宣布我不到任何世界500强单位出任高管，但是邀我去当个普通职员的话，我可以勉强答应,pos,,
北京霸凌那几个女的怎么没热度了？那几个不是更恶劣？,pos,,
支持！一个村子出了小偷我们不会歧视这个村子，但是村长带头包庇小偷，那绝对这个村子有问题！一定要肃清这个问题村！,pos,,
最起码开除党籍,pos,,
结果遭殃的还是学生,pos,,
就算是蹭热度我也要为这样的企业叫好，这就是一种态度，只有大家都行动起来才能避免大家的权益被进一步损害,pos,,
请百度不要推荐这个吧给我  看见就恶心,pos,,
我觉得这样的人就算不开除学籍也该开除党籍。,pos,,
四川魔仙堡罢了,pos,,
从一个张薇的事件来质疑所有川大毕业生的品质难以信服 这和从部分大专生的工作能力、工作态度差来质疑所有大专生的工作能力、工作态度差 有什么区别 那么为什么好多企业也点名要求不收带专生 这不也是在歧视吗？,pos,,
宣布不收川大生的公司是在玩流量 一定会被流量反噬 这话我不反对 但是一堆企业宣布不收大专民办二本双非的时候流量哪里去了,pos,,
男厕所未征求男学生意见就改建为女厕所 对待污蔑造谣的犯罪行为批评两句了事 明明自身存在一堆问题 说改又偏不改 先揪着着别人的问题不放,pos,,
反正就业环境就这样,pos,,
学校都成公厕了,pos,,
四川人是这样的😆,pos,,
21年川大被点名骂，仍旧不改，强硬呢,pos,,
难怪只能是小企业，一点前瞻性都没有。人家女生都认错了，学校也处罚了。可以了！别的公司不招我们公司招！珍惜人才不懂吗？ 网曝太可怕了！！欢迎张薇同学来我们公司扫厕所！,pos,,
管不住别人的嘴，名声是自己搞臭的。再说什么也没什么大用,pos,,
网暴的怕是社会打拳女,pos,,
川大的好学生也是够倒霉的，说句公道话，这学校好坏参半吧，好学生被坏学生搞麻了,pos,,
就现在这竞争力，除非没有同级大学出来的来应聘，谁招川大的啊,pos,,
允许张薇蹭热度，不允许其他人蹭热度，某些人什么哮酰钕思维,pos,,
不是，虽然但是，一个学生和别的学生有什么关系。。。大部分人都只是想老老实实读书然后找个工作好好过日子罢了,pos,,
事发前进了川大的到了血霉了,pos,,
我谨代表个人，不找川大的对象，不跟川大校友开黑,pos,,
应该拒收川大女学生,pos,,
你们反正挺出名的，就没见过有央视新闻骂一个学校骂的这么狠的,pos,,
下毒都不处理的学校那不是早该倒闭了？,pos,,
学术造假不敢反驳，川大还是🐮🍺,pos,,
活该啊,pos,,
人家当事人都不追究了，网上的人一天还bb赖赖，纯纯蹭热度,pos,,
我这不招哈佛毕业生,pos,,
那要是毕业生去应聘结果被pass了，是不是也要按骑士学校叫学校师生网暴单位啊？选择是相互的，怎么到了这就不乐意了,pos,,
别T嘛给我推这个了行吗？我垃圾大专毕业都10多年了，儿子现在读初中。我又管不着，看了添堵。烦的很。,pos,,
狠狠地火上浇油，虽然也是借这个炒作热度，但是也是侧面的推波助澜了,pos,,
张薇这个恶心店东西什么时候惩罚！！,pos,,
我不怪川大，我怪能管他的人,pos,,
因为是女士，所以造谣没事,pos,,
后来好像被川大网暴了，不过感觉像炒作,pos,,
支持，支持！川大太傲慢了！,pos,,
投降辣，不投降怎么能满足网友,pos,,
四川：…我做错了什么！,pos,,
種瓜得瓜，只能說活該,pos,,
本质是男女对立问题，女权在膨胀，参考一下韩国，这是很可怕的事情。,pos,,
川大校长：薇，我要冲刺了，你忍一下,pos,,
张薇个人人品差，和人家川大没关系吧？她所犯的错误有法律制裁，法律上都没有问题，那大学给她记一次过足够了吧？再写做学问和道德无关吧？如果道德第一位，那些发明武器弹药的发明家，是不是就是道德败坏的人呢？,pos,,
什么广告推荐,pos,,
好似好似好似好似呐,pos,,
大家别报考川大了 对别的学生这么不负责任,pos,,
chuan蝻是这样的,pos,,
不是换了新校长吗？还是说这些事是换了新校长之后爆发的,pos,,
能否听听人民群众的声音,pos,,
少管闲事,pos,,
蜀道难啊，古人没骗人啊！可怕,pos,,
看到这个场景，仿佛回到了，五代十国，那个时期，后蜀被灭的时候那个叫花蕊夫人的一句举国无一是男儿，现在看来真的是黑色幽默,pos,,
一群沙雕蹭热度罢了,pos,,
文案可以写得委婉点，这么直接就zz不正确了，还有蹭热度的嫌疑。就说：对有可能对本律所带来负面影响的求职者，在录用上持谨慎态度，比如四川某研究生之流。,pos,,
谣言止于智者，一看就是鸭脖,pos,,
。,pos,,
着急了,pos,,
我不是这方面的专家，但我还是想要发表一下我的观点，在我仔细看过你的问题经过长时间的思考后，我其实也不知道要怎么回答，正如我一开始说的，我不是这方面的专家,pos,,
他们虽然干不过丑国，但是对个人重拳出击还是可以的,pos,,
干脆直接上升到四川省,pos,,
双一流大学学生素质就是高,pos,,
这就是川大的学风吗,pos,,
川大：即日起只招收小仙女咩,pos,,
所以发生了什么,pos,,
蒸蒸日上,pos,,
现在自媒体才该管管，网暴的发源地,pos,,
什么养蛊985,pos,,
不是有处理吗？坤坤事件不是出来了吗,pos,,
发这种声明一杆子打死川大所有人，这种恶和川大某些人的恶如出一辙，甚至有过之无不及。,pos,,
3,pos,,
很多一级小号来嘲笑，因为平时只能仰望985的学生，现在好不容易犯了个错误，让它们认为上985的人也没什么了不起的，当然要狠狠的攻击来满足那脆弱的自尊心了,pos,,
川大不否定有一些臭鱼烂虾，但是某些硬蹭的外地臭鱼烂虾也不少，属实是刀没砍头上尽情落进下石,pos,,
我们希望更多的企业能够加入进来,pos,,
带专吗,pos,,
现身说法,pos,,
666,pos,,
天正未乱蜀先乱，天下已定蜀未定不是空穴来风的，川人真性情，同时川人也性直，川人就是如此让人又爱又恨,pos,,
既然有人带头硬刚发声明别管蹭不蹭热度，已经很棒了，说别人蹭热度，自己也可以蹭啊，又没那胆又跳脚嘲讽纯纯飞舞。这种飞舞希望你遇到不公的事没人帮助。,pos,,
也就赚个好感，不可能不招,pos,,
看来川大这个女的关系不是一般的硬啊,pos,,
支持。,pos,,
3,pos,,
该，就该狠狠整改了,pos,,
我就是川大毕业的，我现在不是挺好，拥护母校。每个学校都有各种问题，只是有没有bao出来罢了,pos,,
有没有川大的男同志，出来发表一下看法。,pos,,
就像当初的扶老人被讹案件一样，合法不合理，恶劣影响会持续几年十几年，况且还是个党员，党员形象这么不值钱了吗,pos,,
虽说我很讨厌小仙女的做法，但是川大还是很牛逼的,pos,,
扯淡吧，这种自媒体的话也能信么，这也能连累同学？,pos,,
正义的，我也不想和川大的当同事,pos,,
敢不敢打个几年官司仗？,pos,,
一粒老鼠屎坏了一锅粥,pos,,
可喜可贺,pos,,
怎么？川大能有不处理的自由，社会公司也有拒绝川大所有毕业生的自由,pos,,
川大？呵呵,pos,,
我看见一个川大的，发朋友圈鄙视这些公司。。。,pos,,
双留大学无所畏惧,pos,,
我们甚至可以玩梗，打游戏组队喊话里加一句不要川大的。,pos,,
去年央视都批川大了,pos,,
无论面试多少分，录取分都要高她一分多的是办法不录取,pos,,
川大校训：男的开除学籍，女的留校插处。,pos,,
纯纯就一女厕大学,pos,,
川大：看到了吧，就算与全世界为敌，我也会护你周全。,pos,,
挺好的,pos,,
估计没少陪睡学校领导，有把柄在这女的手里，所以只能绑架所有川大学生的求职机会,pos,,
好好好,pos,,
发生甚么事了,pos,,
好样的,pos,,
好好好,pos,,
一群没有独立思想的蛆虫  社会人犯错好像也不吊销学籍吧？ 何况是年纪不大的学生造谣毁谤，犯错按法律来不就得了，你们一棒子就要把人家打S? 尔等真是丢人现眼,pos,,
该！包庇窝藏罪犯，被中央两次点名批评的学校终于迎来了应有的报应。遗臭万年了！,pos,,
这个和大街上碰瓷的差不多，跳梁小丑,pos,,
好死,pos,,
没用的，还不是大批人去报名女生全去报名，组成**学校,pos,,
一颗老鼠屎坏了一锅粥,pos,,
什么时候阿里腾讯也宣布才有用，这种村口小卖部属实闹着玩,pos,,
就凭网暴农民工这点，就十恶不赦！,pos,,
四川，正常,pos,,
川大学生是无辜的，作恶的是管理层,pos,,
千万不可搞封建时代的“株连”政体。给人出路是一个好的措施，不可一棒子打死的歪理。,pos,,
川大 颠覆国人对道德的认知。带给社会很大的负面影响。,pos,,
川大男生上厕所有没有问题？,pos,,
活该,pos,,
川大是真哥们，出事真包庇，能处。,pos,,
比985，211还牛逼的学校,pos,,
支持,pos,,
现在小丑真多,pos,,
没事的，人家川大学生看不上这些企业，这可是人家川带学子自己说的,pos,,
没问题啊 人上人大学才不需要你们这些垃圾企业呢 有xxn专用的人上人岗位等着呢,pos,,
张薇和川大领导绝对有性关系。,pos,,
3,pos,,
你们以为川大的名声会臭？这其实是变相打广告了，这样保护小仙女，基本上女的都会想去考川大的,pos,,
现在的应试教育有屁用,pos,,
大公司还名义上不搞学历骑士呢，实际上双非的简历别人会认真看吗？,pos,,
当年央视还是太委婉含蓄了,pos,,
川大哪只狗网暴的？,pos,,
不收就不收呗，喜欢一竿子把人打死的公司，不去也罢,pos,,
造谣毫无底线,pos,,
四川的男人都是fw啊,pos,,
虽然但是，川军的付出还是不能忘了,pos,,
川大包庇导致的,pos,,
该,pos,,
四川大学，百年名校，竟然是小仙女的后盾，小仙女犯了错，批评下就行，男生犯错直接开除，真双标，所以只要是川大的女生，随便出去耍，母校帮你兜着不怕,pos,,
应届生估计想刀人,pos,,
我去，变刑金刚,pos,,
去年华西的事早已见识川大的公关,pos,,
活该,pos,,
女尊男卑，阴盛阳衰，这个女权的世界，啥时毁灭就好了,pos,,
你说的对，是什么让学生承认鸭脖？是什么让群众厌恶小仙女成功留党？ 你们这群鼠鼠不要不知好歹？怎么大丈夫主义历史到现在，现在还不能让小仙女享受享受了？赶紧搬砖攒钱吸家里血买车买房吧，虾头男,pos,,
人家会怕吗 自己去搜 21年央视有期通篇批评川带的 每句话单独拿出来放在其他没实力的学校上面 校长都得game over  川带不仅不改还变本加厉 那个☂️得有多恐怖还怕你不招,pos,,
川军威武！,pos,,
一帮逆天搞臭学校 自己后面有人 普通学生倒大霉,pos,,
我承认川大是这样的,pos,,
让子弹飞一会，把学生对学校的火勾出来,pos,,
川大的小伙伴，这个北京的律所和上海的影视公司，如果没有借张某事件碰瓷蹭热度，你们有几个人知道？你们毕业就业会正眼看他一下？,pos,,
这么大的舆论  为啥这么包容小张  正常来说肯定第一时间甩锅撇开关系呀  难道小张后台真这么硬？？,pos,,
出大名了,pos,,
说实在的这种事情不坐牢就已经不错了，还能继续学业，简直离谱！,pos,,
活该，现在回复这么快，出事那几天憋了多久回个公告,pos,,
我宣布，我儿子不娶川大女学生,pos,,
我觉得川大学生应该也不会投这些企业,pos,,
川大没楠人全是钕的,pos,,
这学校治学态度和别的学校一比简直像个笑话,pos,,
川大男都是趴耳朵,pos,,
双1留确实🐮,pos,,
都是群炒作狗来的,pos,,
我们749局也拒招川大的,pos,,
最惨的还是其他的学生,pos,,
1.2年吧龄闭嘴吧,pos,,
干得好,pos,,
哟西,pos,,
**领导。大学去行政级别化势在必行,pos,,
我只能说，干得漂亮,pos,,
川大已经烂到根里了，央视之前报道过，巡视组巡查的问题，川大是全方位都有问题，具体你们可以去搜,pos,,
都是些披著正義的網暴之徒,pos,,
额  中央都发言了  还敢跟风的  不要命了？,pos,,
总说川大处理轻微的，这么严重处理还不行？我上学时候对面楼的用个热得快都给留校察看了，张薇无非就是惹怒全国人呗，还有用热得快严重啊,pos,,
那川大今年会不会滑档？,pos,,
逛了短短20分钟  对川大的学生已经了然于胸   惧内强外  没理硬占  够可以的,pos,,
川大：欢迎小仙女来报读🛶大，天大的事学校扛着，男勿扰，来了就开除,pos,,
川大自食恶果,pos,,
好好好，我也出个规矩川大学生找我租房租金押金翻倍，,pos,,
知错坚决不改，谁敢用你们管你有多大的背景，在整治正确面前全都是渣渣，你再狂能狂的过铁拳,pos,,
保研保到嘉里顿大学了,pos,,
2021年被央视点评的学校,pos,,
我妹的同学，家里离异，性格就是那种利己主义，她的目标就是四川大学，,pos,,
秀,pos,,
当年被央媒点名批评的不就这间学校嘛,pos,,
去年还累死一个研究生,pos,,
知道了,pos,,
知道了,pos,,
现在总有美分在挑起名族内部矛盾，社会热点上乐此不疲的来回挑事,pos,,
最佳保护伞组织,pos,,
6,pos,,
下一步就是在校生毕业后和学校划清界限，报考分数线急转直下，学校等级下降咱走着瞧,pos,,
川大真的烂透了，早点倒闭，给四川人抹黑,pos,,
你就说火没火吧,pos,,
3,pos,,
企业真要抵制，直接就不会来川大招聘，本质上就是搞个噱头，表明一下立场宣扬正能量。私企莫名其妙的规矩很多的，比如你的生肖不能和老板犯冲，各种地域歧视，人家只是在简历阶段就把你筛了罢了，不会告诉你具体原因，公然说明只有可能是，他们根本不会招四川大学的任何人,pos,,
前些年江苏JY界***跪了，现在轮到四川了，一个世仇变&#xF47B,pos,街一大堆；一个抗&#xF47B,生力军，现在被人带成性别对立大先锋，纵有上面调查曝光也稳如泰山，背后势力之大介入之深吓人
你们让我处理人我就处理人？我川大不要面子的吗？这种级别的高校校长，相当于正部级干部，凭啥向你们这些小企业妥协？！,pos,,
网爆得好，直接吓退剩下的企业,pos,,
惨就惨在川大的学生，坏就坏在四川大学的处理方式。,pos,,
从小红书过来的，贴吧里说着听不懂的话各种诋毁人家博主，你们真的一点底线都没有吗？?？最基本的尊重人都不明白？刷了两个帖子，里面的人说的话真的恶心坏了，难道没有人教你们怎么去尊重吗，这样真的让人很无语！！！现实里这样做是不会有女生喜欢你们的，不会说话就不要说，真的下头！！,pos,,
川大学生：我没被歧视，就不能维权了吗？,pos,,
河南拔智齿,pos,,
之前想着考川大。现在后悔了，感谢川大提前给我一年重新选择的机会。,pos,,
川大又不是第一次出现这种问题，学校领导都被睡服了。谁敢给自己公司埋雷,pos,,
有没有可能川大高层都是故意出的苦肉计，好激发社会矛盾，用自己的恶名诱发全网整治xxn,pos,,
啊，那么对四川党员的影响呢？,pos,,
支持,pos,,
这年头碰瓷的真多，打广告都不用出广告费的。,pos,,
🐢男:现实里我唯唯诺诺，网络上我重拳出击.难怪本校女生看不起，搁谁能看得起,pos,,
建议川大以后招生从小红书，微博招,pos,,
3,pos,,
厕所都没了,pos,,
哈哈哈,pos,,
挺好的，践行企业责任,pos,,
不懂，闹了这么久这么大，郭嘉还不派巡查组下来彻查一番，只能说川黛的大手确实厉害,pos,,
只有雷霆手段 方显菩萨心肠,pos,,
不可能的，公司hr基本都是小仙女，还是会维护下小仙女的利益的,pos,,
真丢脸哎,pos,,
啥时候把沙袋🐔大也一块封了,pos,,
幸好还有科技大学，要不然四川的大学脸就真完了,pos,,
为啥不招，都龟成这样了，肯定招川大男生都给你狠狠驯化好了,pos,,
支持支持,pos,,
无语,pos,,
xxn培训基地,pos,,
榛蘑，你不福气么,pos,,
11,pos,,
新游戏纳亚菲利是吧，汪汪队队友挺多啊,pos,,
这个贴吧平均学历达得到大🧱吗🤣咸吃萝卜淡操心 还以为网络上逼逼俩句人家学校的学生就找不到工作 有能力的去哪都不会没人要 还有不要在网上听到谣言就信 简直没眼看一些猪网民的评论,pos,,
8,pos,,
好似,pos,,
为什么你会希望一人有问题，而导致别的人不能被正确对待？是不是见啊？,pos,,
川大也就这样了...,pos,,
预言第二天，复联找上门,pos,,
和稀泥的下场,pos,,
之前足球队被成体的打的满脸血，我还帮川大说了说话，现在我只想说活该挨成体的打，队友都是怂包，打完人的体育生坐着大巴直接走了，连人都拦不下来，反正就全怪保安，学生早干嘛去了，非得等着坐上大巴往外开了才赶上去吗？当然学校保安也不是啥好鸟，整个学校都挺抽象😅😅,pos,,
今年都招不到学生了，学生怕毕业就失业。,pos,,
假如张v是男的,pos,,
不开除看样子身上有人,pos,,
张威是不是把川大的老师领导们的巧克力棒吃遍了,pos,,
男的直接开除，女的有特权。,pos,,
君子不立于危墙之下，防祸于先而不致于后伤情,pos,,
遥想当年 川军何其勇猛,pos,,
假设一下，在座的各位老板和公司高管怕不怕遇到张女士这样的下属？,pos,,
所以能坚持聘用张女士以及死保女诬为荣的学校学生，那么老板和高管都是勇士！,pos,,
老板和高管谁不怕招进来个小慧君这样的女诬？公司都给你搞破产！,pos,,
那么问题来了死保女诬的川大，含诬量是高还是低呐？,pos,,
张某人是不是抓住了一些人的把柄了,pos,,
作为优秀党员代表，张薇有点像是冰山的又一个角,pos,,
没事，川大学生瞧不起这些公司。有的是公司招川大。,pos,,
现在很多企业已经更注重人品了 。。能力和名气不再是首选。人品不行 能力再强也养不熟呀,pos,,
我们这边初中，女同学给男同学泼开水导致毁容的，一样不了了知。男的住院，女的继续上学。,pos,,
666,pos,,
其他大学肯定也不行啊,pos,,
学校也该知道有什么什么后果了吧,pos,,
没出息的川大早该被图图了,pos,,
杀一儆百,pos,,
你把人民放在心里，人民把你高高举起,pos,,
四川人不是耙耳朵的多一点么，估计这个女的男朋友是校领导，校领导耙耳朵,pos,,
懂不懂央视的含金量呀,pos,,
互联网没有记忆,pos,,
所以最后受伤的连带川大的男生？,pos,,
多少人等着抄底呢,pos,,
男开女保，xxn火速报考,pos,,
为人民服务,pos,,
越网暴越没人招,pos,,
最高的法律是人心！,pos,,
很难不支持,pos,,
害群之马赶紧赶出去，别让一颗老鼠屎坏了一锅粥,pos,,
四川基本操作,pos,,
xxn的聚集地罢了,pos,,
我女儿17年后要是敢报川大我不打断她腿进去就被带坏了,pos,,
四川都是耙耳朵 但没想到连大学 也是耙耳朵,pos,,
幸好高考志愿一没报山大二没报川大，幸好没报不然还侮辱了我这张志愿单,pos,,
好人就不能拿枪指着,pos,,
可惜我是个打工的 我要是老板我也不收 到时候把老板网暴了 真的笑嘻了,pos,,
靠法律吃饭的律所都顶不住川大学生对它的网暴，更何况地铁上那个大叔，侧面证明了川大治学不正的现象。,pos,,
都是四川男人耙耳朵，没想到四川大学也耙耳朵啊,pos,,
央视当初对这学校可是从校风骂到学术，从校长骂到后勤,pos,,
自己公司不想要啥人都不行吗？,pos,,
呃但这个的确违反劳动法,pos,,
会不会某人手里有着某些人不得了的把柄，当然这是一个邪恶论题,pos,,
蛇鼠一窝，全中国都知道了,pos,,
不不不，现在你们觉得要严惩只是刚出来热度比较高，热度过了就没什么事情了，🐍会风气慢慢变低是趋势，以后就算变成漂亮国那种群魔乱舞的样子我都不会觉得稀奇，因为现在已经没有信仰了,pos,,
我弟今年想报川大 打开抖音他沉默了,pos,,
大公司是不会明文发表说不收某某学校学生，因为这对他们百害无一利，除非你很优秀。经过这件川大的事，肯定会筛选掉你川大的，真觉得全中国就你川大一个重本了？,pos,,
榨干你们剩余价值，你们的价值就是提供价值,pos,,
川大的学生不敢搞罪魁祸首，对外边的批评但是硬气的很，现在的大学培养的都是什么废物？,pos,,
不要就不要呗，听都没听说过的公司，发个声明出来有锤子用，我也可以声明我这辈子都不去这种野鸡公司上班,pos,,
主要针对的是学校不是学生,pos,,
蹭热度的，什么垃圾公司听都没听过，川大的看得上？,pos,,
6,pos,,
男的重拳出击，女的就各种包庇,pos,,
怎么能叫不招呢，那叫招满了,pos,,
就这以胡说八道为首的一众大V还给川大洗地呢！,pos,,
可怜那些无辜的学生，校领导说不准就调职去别处了，无辜的学生却受到了巨大的影响，唉。,pos,,
大部分公司不会明着说出来,pos,,
一路绿牌,pos,,
好奇怪，处理一个学生这么难吗，还是她...,pos,,
还有人说是小公司？？？知道会计师事务所吗？除了外资四大，就是内资八大，剩下的都算小事务所。晏清这个所，在律所界相当于内资八大级别，真以为小公司？？？别以为注册四个人，那就四个人，那相当于股东，剩下的在律协注册的，外加一帮打杂的。事务所不是普通人想象中的有限公司,pos,,
尊敬的楼主您好,pos,,
感谢您分享这个问题。根据您的描述，我理解您在询问是否需要咨询这个的问题。,pos,,
关于您的问题，我建议您提供更多具体的背景和细节信息，以便能够更好地理解情况并给予适当的建议。例如，是什么导致了这问题？是否有责任人？是否涉需要处理？这些信息将有助于我们给出更准确的答复。,pos,,
根据常规的法律原则，如果您有明确证据表明是由他人的过失或故意行为造成的，那么您可能有权要求造成人赔偿或恢复然而，具体的标准和程序将依赖于当地的法律法规以等相关政策。,pos,,
建议您咨询专业的法律或保险机构，他们将能够基于具体情况给予更具体的建议和指导，以确保您的合法权益得到保护。,pos,,
希望我所提供的信息对您有所帮助。如果您有任何其他问题，请随时向我咨询。,pos,,
祝您一切顺利！,pos,,
有老哥简历写川大毕业去应聘一下试试水不,pos,,
上梁不正下梁歪,pos,,
四川学校是这样的,pos,,
发生什么事了,pos,,
，,pos,,
上川大上了个寂寞啊，毕业都没人要了，这还上个屁啊,pos,,
哎！公司小！容不下川大这么大的佛啊！,pos,,
男的🐢男女的咸钕,pos,,
我有点奇怪，北京那个律所被网暴到撤下通知，为什么贴吧抖音哔站很少有水军洗？,pos,,
小企业反正川大的也看不上，蹭个热度就完事了,pos,,
活该,pos,,
有人说这事务所是个小公司蹭热度的。不过还是有很多公司会拒招川大毕业的都不明说而已，学校这个处理结果太没有担当,pos,,
基本盘崩了，又一个因小失大的典范,pos,,
这...,pos,,
川大至少被老美封杀过！说明硬实力还是有的,pos,,
百年老校，腐朽的根都没了，对它很失望,pos,,
川大很多毕业生都就在川内工作，影响不大,pos,,
男生可不敢报，女生赶紧报。穿大以后应该会变成女子学院，然后变成贵族学院，最后变成……难说,pos,,
男的直接开除，女的能捂就捂,pos,,
堵不如疏，大众舆情 悠悠众口，别想着赢,pos,,
川大是**的天堂,pos,,
这个社会怎么了，女的犯错代价这么低，连犯罪都要各种包庇，女的偷东西保研男的就开除，女的诽谤污蔑一帮人给其洗白开脱，呵呵中国男人的地位只有战争能抬高,pos,,
唉其实堂堂九八五里认真的学霸才是大多数罢 被校领导害得坏了名声,pos,,
男学生可以招,pos,,
兄弟们，何时更新到2.0，3.0就看大家了，xxn：偷拍啊！  被诬告者：啊？你想来一场公平的决斗吗？啪劈蹦哒………。,pos,,
川大：女👊的天堂,pos,,
互联网记忆力不大,pos,,
支持你，川大推掉,pos,,
川大人真小丑,pos,,
这女的还是个党员呢，不按照校规开除党籍？,pos,,
杞人忧天,pos,,
我觉得是事件当事人和校方管理层的错   只是可以了大部分已经在读的川大学生   特别是应届毕业生   心里估计都把ZW和领导的祖宗十八代问候个遍了,pos,,
dd,pos,,
好公司不差人的情况下，直接排除大类减少筛选成本是正常的，，除非你工资比别人要的少，，，,pos,,
人家以后是要进系统的，才不会去找自己公司呢，所以你们哪里有父母官是川大的小心一点,pos,,
6,pos,,
好似,pos,,
川大领导班子一项恶臭 想搞嫩学生,pos,,
力挺传媒界光哥，我先去粉一个,pos,,
劳资蜀道山,,,
